Student_ID,Gender,Lunch_Type,Test_Preparation,Study_Time_per_Week,Daily_Sleep_Duration,Math_Score,Reading_Score,Writing_Score,Internet_Access,Race/Ethnicity_group_A,Race/Ethnicity_group_B,Race/Ethnicity_group_C,Race/Ethnicity_group_D,Race/Ethnicity_group_E,Parental_Education_associate_degree,Parental_Education_bachelor_degree,Parental_Education_high_school,Parental_Education_master_degree,Parental_Education_some_college,School_Type_international,School_Type_private,School_Type_public
59,0,0,0,12,8,52,71,79,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4023,1,0,1,9,8,40,57,65,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2899,1,1,1,11,7,91,63,79,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1675,0,0,0,6,7,51,64,68,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5409,0,0,0,8,9,63,85,71,1,0,0,0,0,1,0,0,0,0,1,0,0,1
233,0,0,1,9,6,92,74,54,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4018,0,1,0,12,8,86,80,63,1,0,0,0,0,1,0,0,0,0,1,0,0,1
99,1,1,0,0,8,70,72,81,1,1,0,0,0,0,0,1,0,0,0,0,0,1
3149,1,1,1,17,9,66,79,69,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1983,1,0,1,17,10,70,80,86,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3537,1,0,0,9,6,87,73,97,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3058,0,1,1,8,7,82,78,51,1,0,1,0,0,0,0,0,1,0,0,0,0,1
5916,1,1,0,11,8,63,60,57,1,1,0,0,0,0,0,0,0,0,1,0,0,1
2166,1,1,0,5,9,92,86,63,1,0,1,0,0,0,0,1,0,0,0,0,1,0
4195,0,1,1,6,7,66,65,88,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1964,1,1,0,9,7,72,71,49,1,0,1,0,0,0,1,0,0,0,0,0,0,1
6102,0,1,0,8,6,76,68,54,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2032,0,1,1,0,7,92,59,71,1,0,0,1,0,0,0,0,1,0,0,0,0,1
145,1,1,1,9,7,67,76,71,1,0,0,0,0,1,1,0,0,0,0,0,0,1
4300,0,1,0,19,6,64,66,52,1,1,0,0,0,0,0,0,1,0,0,0,1,0
3175,1,1,1,0,6,56,71,56,0,0,1,0,0,0,0,0,1,0,0,0,0,1
16,1,1,1,20,6,61,93,77,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3480,0,0,0,9,7,39,76,64,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1473,0,1,0,16,4,65,77,56,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2561,1,1,0,13,9,61,61,61,1,1,0,0,0,0,0,1,0,0,0,0,0,1
6221,0,1,0,3,6,65,71,83,1,0,0,0,1,0,1,0,0,0,0,1,0,0
6815,0,1,0,14,6,70,56,91,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1381,1,1,1,9,8,49,55,75,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2812,1,1,1,17,5,49,82,92,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1348,1,1,1,9,8,61,68,81,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1753,0,1,1,2,5,100,65,69,1,0,1,0,0,0,1,0,0,0,0,0,0,1
6011,0,0,1,9,5,94,73,57,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1357,1,1,1,4,7,76,66,63,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5835,1,0,0,2,8,51,60,74,1,0,0,1,0,0,0,0,0,0,1,0,0,1
205,0,1,0,7,7,49,46,91,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3923,1,1,0,13,7,45,75,79,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3094,0,0,0,12,5,72,78,49,0,1,0,0,0,0,0,0,0,1,0,0,0,1
6971,0,1,0,0,6,90,71,62,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4125,1,1,1,8,6,74,48,69,1,0,0,0,1,0,0,0,1,0,0,0,1,0
6946,0,0,0,14,8,89,80,70,1,0,0,0,1,0,1,0,0,0,0,0,0,1
4786,0,0,0,19,6,77,71,46,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1719,0,0,1,13,7,70,71,72,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2394,0,1,0,11,3,73,71,51,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3010,1,1,0,13,7,32,58,71,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1798,0,1,0,1,7,87,62,50,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5370,1,1,0,11,7,49,63,51,0,0,1,0,0,0,1,0,0,0,0,0,0,1
609,0,1,1,2,7,100,64,94,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5026,1,1,1,10,8,64,74,87,0,0,0,1,0,0,0,0,0,0,1,0,0,1
905,1,1,1,9,7,56,67,58,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5581,1,0,0,10,8,42,82,63,1,0,0,0,0,1,1,0,0,0,0,0,0,1
3015,1,0,0,20,7,64,62,66,1,0,0,1,0,0,0,0,0,0,1,0,1,0
3644,0,1,0,11,7,69,71,72,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6182,0,1,0,11,9,88,88,61,1,0,0,0,1,0,1,0,0,0,0,0,0,1
3189,1,0,0,15,7,46,68,43,1,0,0,1,0,0,0,0,0,0,1,0,0,1
66,0,0,0,19,9,49,72,71,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6271,1,1,0,15,6,88,85,49,1,0,1,0,0,0,0,0,0,0,1,0,0,1
6688,1,1,1,1,10,71,60,87,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2330,1,1,0,13,7,71,68,75,1,0,0,0,1,0,1,0,0,0,0,1,0,0
5260,0,0,0,12,7,60,70,64,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6801,1,1,0,9,5,60,71,66,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1359,0,1,0,11,6,66,100,47,1,0,1,0,0,0,0,0,0,1,0,0,0,1
5307,1,1,0,11,4,61,79,63,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3984,0,0,1,1,8,65,89,55,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2158,1,0,0,9,5,64,48,66,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2784,1,0,0,10,8,70,89,100,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5746,1,1,0,8,7,77,71,62,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2440,1,1,0,11,9,90,56,61,1,1,0,0,0,0,1,0,0,0,0,0,0,1
5952,0,1,0,11,9,50,77,57,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2930,1,1,1,7,9,55,71,73,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2053,1,1,1,9,5,53,63,69,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1147,1,0,0,5,7,61,51,77,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6965,0,1,0,1,6,74,39,71,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1193,0,1,1,9,7,75,40,84,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2271,1,1,0,14,7,52,54,83,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1649,1,0,0,9,6,58,42,71,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1102,0,1,0,8,8,51,72,77,1,0,0,0,1,0,0,1,0,0,0,0,0,1
260,0,1,0,11,7,78,68,76,1,0,0,0,0,1,0,0,1,0,0,0,1,0
6005,1,1,0,9,9,71,79,75,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3981,0,1,1,10,5,79,62,61,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4699,0,1,0,7,4,44,81,85,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1475,0,1,1,10,7,73,49,74,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4795,1,1,0,4,6,64,85,97,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1512,1,0,0,11,8,63,85,52,1,0,1,0,0,0,0,1,0,0,0,0,0,1
794,0,1,0,6,7,78,73,78,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2944,1,0,0,12,6,67,53,61,1,0,0,1,0,0,0,0,1,0,0,0,1,0
867,0,1,0,11,6,57,71,73,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3925,0,1,0,9,6,65,82,93,1,0,0,0,1,0,0,0,1,0,0,0,0,1
591,0,0,0,0,8,85,72,80,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6793,0,1,0,9,8,53,91,58,1,0,0,0,1,0,0,1,0,0,0,0,0,1
5021,1,1,0,14,6,100,49,100,1,0,1,0,0,0,0,1,0,0,0,0,1,0
377,1,1,1,13,7,71,74,71,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1095,1,0,0,10,5,75,51,86,1,0,0,0,0,1,0,0,0,0,1,0,0,1
84,1,1,1,9,8,51,74,71,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3466,1,1,0,8,7,80,68,72,1,0,1,0,0,0,0,1,0,0,0,0,0,1
5623,0,1,0,9,7,73,90,73,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4345,0,0,1,17,7,50,63,65,1,0,0,1,0,0,0,0,1,0,0,0,0,1
4456,1,0,1,8,7,77,31,86,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1191,0,0,1,14,7,73,69,69,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5538,0,0,0,9,7,68,44,56,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5132,0,1,1,2,7,72,78,61,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1025,0,1,0,9,7,50,76,74,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1997,0,1,0,10,8,48,81,66,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1157,1,0,0,8,6,67,71,14,1,1,0,0,0,0,0,1,0,0,0,0,0,1
6900,0,1,0,10,8,93,84,64,1,0,0,1,0,0,1,0,0,0,0,0,1,0
903,0,0,0,9,9,77,71,64,1,1,0,0,0,0,1,0,0,0,0,0,0,1
410,1,1,0,10,6,72,52,67,1,0,0,1,0,0,0,0,0,0,1,0,1,0
3412,1,1,1,3,8,66,86,75,1,0,1,0,0,0,0,0,0,0,1,1,0,0
860,1,1,0,9,6,54,70,83,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2253,1,0,0,13,6,71,46,81,1,0,1,0,0,0,0,1,0,0,0,0,1,0
4350,1,1,0,8,7,80,71,60,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3691,1,0,0,10,7,97,57,82,1,0,1,0,0,0,1,0,0,0,0,0,0,1
879,1,0,0,10,8,90,60,59,1,1,0,0,0,0,0,1,0,0,0,1,0,0
5373,0,0,1,14,5,77,69,69,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5691,1,1,0,9,6,74,84,76,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4593,0,1,0,10,10,74,71,82,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1398,1,0,1,19,6,86,73,58,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2542,1,0,1,16,6,45,60,59,1,0,0,0,0,1,0,0,0,0,1,0,0,1
6933,0,1,0,7,6,55,78,58,1,0,0,0,0,1,0,0,0,0,1,0,0,1
5372,0,1,0,14,7,59,34,94,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5733,0,1,0,0,6,66,100,58,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1582,1,1,0,8,7,86,68,71,1,0,1,0,0,0,0,0,1,0,0,0,0,1
6629,1,1,0,2,10,88,61,92,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1573,1,1,1,10,6,76,86,55,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2112,0,1,1,7,5,69,83,81,1,1,0,0,0,0,1,0,0,0,0,0,1,0
4951,0,1,1,14,6,63,85,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4635,0,0,0,16,9,97,87,85,1,1,0,0,0,0,0,0,0,0,1,0,1,0
3463,0,1,0,14,8,76,62,55,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2714,1,1,1,11,4,81,72,64,1,0,1,0,0,0,1,0,0,0,0,0,0,1
858,1,1,1,8,7,52,64,87,1,0,0,0,1,0,1,0,0,0,0,0,0,1
6687,1,1,1,7,7,86,71,71,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3957,0,1,1,0,8,88,71,57,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3300,1,1,0,4,5,69,78,67,1,1,0,0,0,0,0,0,0,0,1,0,0,1
6424,1,0,0,11,6,86,71,91,1,1,0,0,0,0,0,1,0,0,0,1,0,0
2326,0,0,0,12,5,36,65,87,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1580,0,1,0,0,5,65,50,75,1,0,0,0,1,0,0,1,0,0,0,0,0,1
4383,0,1,0,11,7,66,67,73,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1541,0,1,0,16,7,97,77,61,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4842,1,1,0,12,7,60,60,57,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2966,0,0,1,6,7,83,71,75,1,0,0,0,1,0,0,0,0,1,0,0,0,1
832,1,1,0,4,7,59,74,74,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2939,0,0,0,1,8,89,56,47,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4205,1,1,0,10,7,84,82,90,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1781,1,1,1,11,7,63,63,77,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3215,1,1,1,5,6,56,82,84,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5531,0,1,0,8,10,71,53,32,1,0,1,0,0,0,0,0,0,0,1,0,0,1
6089,1,1,1,14,6,89,73,69,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4926,1,0,0,5,7,72,74,53,1,0,0,1,0,0,0,0,1,0,0,0,1,0
4645,1,1,0,14,6,66,87,83,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2683,0,1,0,0,6,99,71,39,1,1,0,0,0,0,0,0,1,0,0,0,1,0
4445,0,1,1,15,6,36,65,82,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6661,0,1,1,9,8,58,47,62,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3460,1,1,1,14,4,55,84,75,1,1,0,0,0,0,0,0,0,0,1,0,0,1
2495,1,1,0,6,6,80,62,60,1,0,0,1,0,0,0,0,0,1,0,0,0,1
622,0,1,1,6,7,63,85,65,1,1,0,0,0,0,0,1,0,0,0,0,1,0
4053,1,1,0,10,8,75,100,75,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3526,1,0,0,10,6,66,76,75,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2184,0,1,1,8,6,65,68,77,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4803,1,1,0,11,7,43,55,55,1,1,0,0,0,0,0,1,0,0,0,0,0,1
3768,1,0,1,5,5,58,68,91,1,1,0,0,0,0,0,0,0,1,0,0,0,1
5700,0,0,0,7,7,60,82,81,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6856,1,0,1,7,6,82,83,100,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1729,0,0,1,24,5,37,63,65,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3804,0,0,0,9,9,71,39,75,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2511,1,0,0,9,6,69,52,71,1,0,1,0,0,0,0,0,1,0,0,0,0,1
6612,0,1,1,9,5,68,80,79,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2590,1,1,0,0,7,73,57,69,1,0,0,0,0,1,1,0,0,0,0,0,0,1
645,1,1,0,12,7,64,54,64,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3034,1,1,0,11,8,80,71,67,1,0,1,0,0,0,0,0,0,1,0,0,0,1
6798,0,1,0,6,8,48,50,68,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4592,1,1,0,12,7,96,78,57,1,0,0,0,1,0,0,0,1,0,0,0,0,1
6829,1,0,0,9,6,57,53,91,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3164,0,1,0,10,8,50,76,92,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4620,1,0,1,9,6,80,63,51,1,0,1,0,0,0,0,1,0,0,0,0,0,1
4489,0,1,1,18,8,69,51,98,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1059,0,1,1,0,8,100,75,85,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2369,0,1,0,9,7,59,85,53,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3343,1,1,0,8,6,69,77,86,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2304,1,0,0,15,7,59,42,59,1,0,0,1,0,0,0,0,0,1,0,0,0,1
4061,0,1,0,6,8,52,83,70,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6957,0,1,1,13,9,60,71,60,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3023,0,1,0,5,7,69,53,57,1,0,1,0,0,0,0,0,0,1,0,0,0,1
5106,1,0,1,10,8,55,81,65,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1131,0,1,1,14,7,81,96,53,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5942,0,0,0,9,6,76,59,51,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2392,0,0,1,9,7,51,71,72,0,0,1,0,0,0,0,0,0,1,0,0,1,0
751,0,1,0,11,7,82,38,60,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3600,0,0,0,17,8,80,84,71,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5152,1,1,0,9,7,46,100,94,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6295,1,1,1,9,6,55,96,100,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5575,0,1,1,3,7,100,61,84,1,0,1,0,0,0,0,0,1,0,0,0,0,1
5899,0,0,0,4,9,38,68,54,1,0,0,0,1,0,0,0,0,0,1,1,0,0
5984,1,0,1,14,7,90,66,79,1,0,1,0,0,0,0,0,0,1,0,0,0,1
839,0,0,0,18,6,97,72,59,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3158,0,0,0,5,6,72,83,73,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1269,0,0,1,17,6,52,70,63,0,0,0,1,0,0,0,1,0,0,0,0,1,0
221,0,0,1,7,6,52,71,90,1,0,1,0,0,0,0,0,1,0,0,1,0,0
6512,1,0,1,8,6,74,70,70,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1051,1,1,0,12,7,70,51,64,1,0,0,0,0,1,0,0,0,1,0,0,0,1
975,1,1,1,10,4,67,69,62,1,0,0,0,0,1,0,1,0,0,0,0,1,0
5527,0,1,1,14,6,33,81,63,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4013,1,1,0,9,5,70,62,69,1,0,0,0,0,1,0,1,0,0,0,0,0,1
6712,1,0,0,9,6,86,69,98,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3598,0,1,1,4,9,69,74,67,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2101,0,0,1,12,5,64,83,53,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2680,0,1,1,1,6,80,84,62,1,1,0,0,0,0,0,1,0,0,0,0,0,1
5290,0,1,0,7,7,87,88,78,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1696,0,0,1,5,7,94,88,62,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1872,1,0,0,11,8,67,78,75,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2838,0,1,0,6,5,65,67,81,1,0,0,0,1,0,0,1,0,0,0,0,0,1
5220,0,1,1,10,5,69,79,81,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2248,1,1,1,3,7,70,45,53,1,0,0,0,1,0,0,0,1,0,0,0,0,1
6562,0,0,1,6,6,57,87,83,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6707,0,1,1,11,7,90,73,50,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5269,0,0,1,16,8,54,84,75,1,0,0,0,0,1,0,1,0,0,0,0,0,1
4005,0,1,0,12,7,89,88,72,1,0,0,1,0,0,0,0,0,0,1,0,0,1
484,1,1,0,11,7,43,74,77,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4583,1,1,0,5,5,53,48,84,1,1,0,0,0,0,0,0,1,0,0,0,0,1
676,0,1,0,15,7,69,71,64,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4470,0,0,1,10,6,67,85,69,1,1,0,0,0,0,1,0,0,0,0,0,1,0
4278,0,0,0,3,10,72,85,56,1,1,0,0,0,0,0,1,0,0,0,0,0,1
1775,0,1,0,9,7,60,67,92,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2881,0,1,0,13,7,81,63,91,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6247,1,1,1,8,8,56,71,71,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2999,0,1,0,15,9,64,76,36,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4653,1,0,1,13,8,68,78,60,1,1,0,0,0,0,1,0,0,0,0,0,0,1
5890,1,1,0,11,7,73,61,85,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1540,1,1,1,9,8,82,63,40,1,0,0,0,1,0,1,0,0,0,0,1,0,0
5450,1,0,1,12,6,72,92,62,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2175,0,1,1,4,8,57,74,60,1,1,0,0,0,0,0,0,1,0,0,1,0,0
2775,0,1,1,3,6,56,81,94,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1036,1,1,0,2,7,70,68,65,1,0,0,0,1,0,1,0,0,0,0,0,1,0
3784,0,1,1,14,7,63,76,89,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1323,0,1,1,1,6,81,71,83,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1149,0,1,1,9,6,68,76,71,1,0,0,1,0,0,0,0,1,0,0,0,1,0
4104,0,0,1,13,7,45,84,82,1,0,0,0,0,1,1,0,0,0,0,0,0,1
959,1,0,1,1,6,58,76,70,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5316,1,1,0,7,4,79,72,78,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3704,1,1,0,7,8,79,68,86,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1391,1,0,1,17,6,41,59,68,1,0,0,1,0,0,0,1,0,0,0,0,1,0
4166,0,1,0,16,7,84,85,68,1,1,0,0,0,0,0,0,0,1,0,1,0,0
6731,1,1,0,7,7,58,66,93,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5722,1,1,0,4,7,70,61,76,1,0,0,1,0,0,0,1,0,0,0,0,1,0
4746,1,1,0,19,6,77,65,69,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5174,1,1,0,19,4,82,64,62,1,0,0,0,0,1,0,0,1,0,0,0,0,1
225,1,0,1,18,7,59,59,84,1,0,1,0,0,0,0,0,1,0,0,0,0,1
6283,0,0,1,6,7,83,94,71,1,0,1,0,0,0,0,0,0,0,1,1,0,0
893,1,1,0,6,6,93,64,85,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2086,0,1,0,13,7,59,61,63,1,0,0,0,1,0,0,0,0,1,0,0,1,0
861,0,1,1,10,6,73,70,71,1,0,1,0,0,0,0,0,0,0,1,0,0,1
4003,0,1,0,5,6,65,78,69,1,0,1,0,0,0,0,0,1,0,0,0,0,1
5816,0,1,1,0,7,69,73,72,1,1,0,0,0,0,0,0,0,0,1,0,0,1
6178,0,1,0,14,7,54,80,92,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5185,0,0,0,0,7,81,44,88,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5989,0,1,0,3,8,83,71,73,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1197,1,0,1,11,6,100,71,65,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2182,0,1,0,12,7,64,71,57,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1762,0,1,1,8,6,75,60,71,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5810,1,0,1,5,5,83,66,81,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6634,0,1,1,9,6,53,81,66,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2001,0,0,0,4,7,79,74,71,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1815,1,0,1,13,6,57,100,74,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4452,1,0,0,7,6,71,83,71,1,0,0,0,0,1,1,0,0,0,0,0,0,1
5036,0,1,0,9,7,95,67,76,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5786,1,0,0,1,9,72,79,88,1,0,0,1,0,0,1,0,0,0,0,0,0,1
6839,0,1,1,16,7,62,64,63,1,0,0,0,0,1,1,0,0,0,0,0,0,1
838,0,1,1,17,5,82,74,81,1,0,1,0,0,0,0,1,0,0,0,0,1,0
6422,0,1,0,14,8,66,74,72,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3825,1,1,1,18,7,49,71,65,1,0,0,0,0,1,0,0,1,0,0,0,0,1
811,0,1,1,3,6,72,86,32,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1005,1,1,0,7,7,78,62,75,1,0,0,0,0,1,0,0,0,0,1,0,0,1
6529,0,1,0,9,7,61,73,73,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1337,0,0,1,3,7,79,66,74,1,0,1,0,0,0,1,0,0,0,0,0,0,1
6752,0,0,1,8,6,78,55,72,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1896,0,0,1,4,8,51,86,52,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2293,1,1,1,9,9,83,72,96,1,0,1,0,0,0,0,0,1,0,0,1,0,0
6279,0,0,1,14,7,74,83,88,1,0,0,1,0,0,0,0,1,0,0,0,1,0
866,0,1,1,8,6,61,60,40,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5533,1,1,0,10,8,81,69,67,1,0,1,0,0,0,0,1,0,0,0,1,0,0
5863,1,1,1,15,7,65,55,81,1,0,1,0,0,0,0,0,1,0,0,0,0,1
286,1,1,0,12,6,79,79,68,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4071,0,0,0,19,11,61,87,87,1,1,0,0,0,0,0,0,0,0,1,1,0,0
5732,1,1,0,10,7,94,73,79,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4863,1,1,1,7,5,56,62,75,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4630,0,0,1,12,7,93,71,37,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2592,0,1,0,3,6,57,66,52,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2897,0,1,1,12,9,46,56,51,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5811,0,0,1,10,8,89,71,68,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5851,1,1,0,8,9,87,71,81,1,0,1,0,0,0,0,1,0,0,0,0,1,0
4943,1,0,1,15,9,93,75,81,1,1,0,0,0,0,0,0,1,0,0,0,1,0
4551,1,1,1,0,9,78,62,81,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1829,0,1,0,12,8,99,73,71,1,0,0,0,0,1,0,0,0,0,1,0,0,1
421,0,1,1,5,7,82,88,73,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3178,1,1,0,6,6,96,60,71,1,0,0,0,1,0,0,1,0,0,0,0,1,0
